date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:27	111025/111025	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:26%20GMT	http://datawarna.com/bulls-eye/	D:/Website/data%20warna%20home/datawarna.com/bulls-eye/index.html	(from http://datawarna.com/)
19:45:27	110617/110617	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:27%20GMT	http://datawarna.com/busan-day/	D:/Website/data%20warna%20home/datawarna.com/busan-day/index.html	(from http://datawarna.com/)
19:45:28	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:28%20GMT	http://datawarna.com/canberra-morning/	D:/Website/data%20warna%20home/datawarna.com/canberra-morning/index.html	(from http://datawarna.com/)
19:45:28	110371/110371	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:28%20GMT	http://datawarna.com/busan-night/	D:/Website/data%20warna%20home/datawarna.com/busan-night/index.html	(from http://datawarna.com/)
19:45:29	110954/110954	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:28%20GMT	http://datawarna.com/canberra-night/	D:/Website/data%20warna%20home/datawarna.com/canberra-night/index.html	(from http://datawarna.com/)
19:45:29	111129/111129	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:29%20GMT	http://datawarna.com/caribbean-evening/	D:/Website/data%20warna%20home/datawarna.com/caribbean-evening/index.html	(from http://datawarna.com/)
19:45:30	110840/110840	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:29%20GMT	http://datawarna.com/caribbean-midday/	D:/Website/data%20warna%20home/datawarna.com/caribbean-midday/index.html	(from http://datawarna.com/)
19:45:30	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:30%20GMT	http://datawarna.com/caribbean-sunset/	D:/Website/data%20warna%20home/datawarna.com/caribbean-sunset/index.html	(from http://datawarna.com/)
19:45:31	111051/111051	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:30%20GMT	http://datawarna.com/chengdu-day/	D:/Website/data%20warna%20home/datawarna.com/chengdu-day/index.html	(from http://datawarna.com/)
19:45:31	109980/109980	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:31%20GMT	http://datawarna.com/chengdu-night/	D:/Website/data%20warna%20home/datawarna.com/chengdu-night/index.html	(from http://datawarna.com/)
19:45:32	110902/110902	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:31%20GMT	http://datawarna.com/chinapools/	D:/Website/data%20warna%20home/datawarna.com/chinapools/index.html	(from http://datawarna.com/)
19:45:33	111012/111012	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:32%20GMT	http://datawarna.com/colombus/	D:/Website/data%20warna%20home/datawarna.com/colombus/index.html	(from http://datawarna.com/)
19:45:33	111099/111099	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:32%20GMT	http://datawarna.com/connecticut-day/	D:/Website/data%20warna%20home/datawarna.com/connecticut-day/index.html	(from http://datawarna.com/)
19:45:34	111129/111129	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:33%20GMT	http://datawarna.com/connecticut-night/	D:/Website/data%20warna%20home/datawarna.com/connecticut-night/index.html	(from http://datawarna.com/)
19:45:34	100651/100651	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:33%20GMT	http://datawarna.com/delaware-day/	D:/Website/data%20warna%20home/datawarna.com/delaware-day/index.html	(from http://datawarna.com/)
19:45:35	111090/111090	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:34%20GMT	http://datawarna.com/delaware-night/	D:/Website/data%20warna%20home/datawarna.com/delaware-night/index.html	(from http://datawarna.com/)
19:45:35	111103/111103	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:34%20GMT	http://datawarna.com/florida-evening/	D:/Website/data%20warna%20home/datawarna.com/florida-evening/index.html	(from http://datawarna.com/)
19:45:36	110950/110950	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:35%20GMT	http://datawarna.com/florida-midday/	D:/Website/data%20warna%20home/datawarna.com/florida-midday/index.html	(from http://datawarna.com/)
19:45:36	111103/111103	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:36%20GMT	http://datawarna.com/georgia-evening/	D:/Website/data%20warna%20home/datawarna.com/georgia-evening/index.html	(from http://datawarna.com/)
19:45:36	111086/111086	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:36%20GMT	http://datawarna.com/georgia-midday/	D:/Website/data%20warna%20home/datawarna.com/georgia-midday/index.html	(from http://datawarna.com/)
19:45:37	111077/111077	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:37%20GMT	http://datawarna.com/georgia-night/	D:/Website/data%20warna%20home/datawarna.com/georgia-night/index.html	(from http://datawarna.com/)
19:45:37	110937/110937	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:37%20GMT	http://datawarna.com/germany-plus5/	D:/Website/data%20warna%20home/datawarna.com/germany-plus5/index.html	(from http://datawarna.com/)
19:45:38	111103/111103	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:38%20GMT	http://datawarna.com/gwangju-morning/	D:/Website/data%20warna%20home/datawarna.com/gwangju-morning/index.html	(from http://datawarna.com/)
19:45:38	111051/111051	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:38%20GMT	http://datawarna.com/gwangju-day/	D:/Website/data%20warna%20home/datawarna.com/gwangju-day/index.html	(from http://datawarna.com/)
19:45:39	111025/111025	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:38%20GMT	http://datawarna.com/hollywood/	D:/Website/data%20warna%20home/datawarna.com/hollywood/index.html	(from http://datawarna.com/)
19:45:39	156201/156201	---M--	200	added ('OK')	image/png	etag:%225e684336-26229%22	http://datawarna.com/wp-content/uploads/2020/03/105522-meme-hutang-1-10-300x296.png	D:/Website/data%20warna%20home/datawarna.com/wp-content/uploads/2020/03/105522-meme-hutang-1-10-300x296.png	(from http://datawarna.com/)
19:45:39	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:39%20GMT	http://datawarna.com/illinois-evening/	D:/Website/data%20warna%20home/datawarna.com/illinois-evening/index.html	(from http://datawarna.com/)
19:45:40	110963/110963	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:39%20GMT	http://datawarna.com/illinois-midday/	D:/Website/data%20warna%20home/datawarna.com/illinois-midday/index.html	(from http://datawarna.com/)
19:45:40	111181/111181	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:40%20GMT	http://datawarna.com/ireland-daily-million/	D:/Website/data%20warna%20home/datawarna.com/ireland-daily-million/index.html	(from http://datawarna.com/)
19:45:41	110950/110950	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:40%20GMT	http://datawarna.com/indiana-midday/	D:/Website/data%20warna%20home/datawarna.com/indiana-midday/index.html	(from http://datawarna.com/)
19:45:42	111103/111103	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:40%20GMT	http://datawarna.com/indiana-evening/	D:/Website/data%20warna%20home/datawarna.com/indiana-evening/index.html	(from http://datawarna.com/)
19:45:42	111012/111012	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:42%20GMT	http://datawarna.com/jinjiang/	D:/Website/data%20warna%20home/datawarna.com/jinjiang/index.html	(from http://datawarna.com/)
19:45:42	111167/111167	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:42%20GMT	http://datawarna.com/ireland-daily-million-2100-wib/	D:/Website/data%20warna%20home/datawarna.com/ireland-daily-million-2100-wib/index.html	(from http://datawarna.com/)
19:45:43	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:42%20GMT	http://datawarna.com/kentucky-evening/	D:/Website/data%20warna%20home/datawarna.com/kentucky-evening/index.html	(from http://datawarna.com/)
19:45:44	111025/111025	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:43%20GMT	http://datawarna.com/louisiana/	D:/Website/data%20warna%20home/datawarna.com/louisiana/index.html	(from http://datawarna.com/)
19:45:44	111099/111099	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:43%20GMT	http://datawarna.com/kentucky-midday/	D:/Website/data%20warna%20home/datawarna.com/kentucky-midday/index.html	(from http://datawarna.com/)
19:45:44	26137/26137	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Jul%202020%2012:45:43%20GMT	http://datawarna.com/wp-content/themes/frontier/includes/genericons/Genericons.eot	D:/Website/data%20warna%20home/datawarna.com/wp-content/themes/frontier/includes/genericons/Genericons.eot	(from http://datawarna.com/wp-content/themes/frontier/includes/genericons/genericons.css?ver=1.3.3)
19:45:45	111103/111103	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:44%20GMT	http://datawarna.com/magnum-cambodia/	D:/Website/data%20warna%20home/datawarna.com/magnum-cambodia/index.html	(from http://datawarna.com/)
19:45:45	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:44%20GMT	http://datawarna.com/maryland-evening/	D:/Website/data%20warna%20home/datawarna.com/maryland-evening/index.html	(from http://datawarna.com/)
19:45:45	110967/110967	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:45%20GMT	http://datawarna.com/maryland-midday/	D:/Website/data%20warna%20home/datawarna.com/maryland-midday/index.html	(from http://datawarna.com/)
19:45:47	111164/111164	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:46%20GMT	http://datawarna.com/massachusetts-midday/	D:/Website/data%20warna%20home/datawarna.com/massachusetts-midday/index.html	(from http://datawarna.com/)
19:45:47	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:46%20GMT	http://datawarna.com/michigan-evening/	D:/Website/data%20warna%20home/datawarna.com/michigan-evening/index.html	(from http://datawarna.com/)
19:45:48	110287/110287	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:48%20GMT	http://datawarna.com/michigan-midday/	D:/Website/data%20warna%20home/datawarna.com/michigan-midday/index.html	(from http://datawarna.com/)
19:45:49	111181/111181	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:46%20GMT	http://datawarna.com/massachusetts-evening/	D:/Website/data%20warna%20home/datawarna.com/massachusetts-evening/index.html	(from http://datawarna.com/)
19:45:50	26137/26137	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Jul%202020%2012:45:46%20GMT	http://datawarna.com/wp-content/themes/frontier/includes/genericons/Genericons.eot?	D:/Website/data%20warna%20home/datawarna.com/wp-content/themes/frontier/includes/genericons/Genericonsd41d.eot	(from http://datawarna.com/wp-content/themes/frontier/includes/genericons/genericons.css?ver=1.3.3)
19:45:57	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:57%20GMT	http://datawarna.com/missouri-evening/	D:/Website/data%20warna%20home/datawarna.com/missouri-evening/index.html	(from http://datawarna.com/)
19:45:58	110999/110999	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:54%20GMT	http://datawarna.com/miramar/	D:/Website/data%20warna%20home/datawarna.com/miramar/index.html	(from http://datawarna.com/)
19:46:04	102559/102559	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:04%20GMT	http://datawarna.com/morocco-quatro-0400-wib/	D:/Website/data%20warna%20home/datawarna.com/morocco-quatro-0400-wib/index.html	(from http://datawarna.com/)
19:46:06	22188/22188	---M--	200	added ('OK')	application/octet-stream	etag:%225c6c38b5-56ac%22	http://datawarna.com/wp-content/themes/frontier/includes/genericons/Genericons.ttf	D:/Website/data%20warna%20home/datawarna.com/wp-content/themes/frontier/includes/genericons/Genericons.ttf	(from http://datawarna.com/wp-content/themes/frontier/includes/genericons/genericons.css?ver=1.3.3)
19:46:06	110963/110963	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:45:58%20GMT	http://datawarna.com/missouri-midday/	D:/Website/data%20warna%20home/datawarna.com/missouri-midday/index.html	(from http://datawarna.com/)
19:46:06	102301/102301	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:00%20GMT	http://datawarna.com/morocco-quatro/	D:/Website/data%20warna%20home/datawarna.com/morocco-quatro/index.html	(from http://datawarna.com/)
19:46:07	102559/102559	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:07%20GMT	http://datawarna.com/morocco-quatro-1900-wib/	D:/Website/data%20warna%20home/datawarna.com/morocco-quatro-1900-wib/index.html	(from http://datawarna.com/)
19:46:08	76980/76980	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c6c38b5-12cb4%22	http://datawarna.com/wp-content/themes/frontier/includes/genericons/Genericons.svg	D:/Website/data%20warna%20home/datawarna.com/wp-content/themes/frontier/includes/genericons/Genericons.svg	(from http://datawarna.com/wp-content/themes/frontier/includes/genericons/genericons.css?ver=1.3.3)
19:46:08	111142/111142	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:08%20GMT	http://datawarna.com/new-jersey-evening/	D:/Website/data%20warna%20home/datawarna.com/new-jersey-evening/index.html	(from http://datawarna.com/)
19:46:09	102423/102423	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:08%20GMT	http://datawarna.com/morocco-quatro-2200-wib/	D:/Website/data%20warna%20home/datawarna.com/morocco-quatro-2200-wib/index.html	(from http://datawarna.com/)
19:46:09	110989/110989	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:09%20GMT	http://datawarna.com/new-jersey-midday/	D:/Website/data%20warna%20home/datawarna.com/new-jersey-midday/index.html	(from http://datawarna.com/)
19:46:10	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:09%20GMT	http://datawarna.com/new-york-evening/	D:/Website/data%20warna%20home/datawarna.com/new-york-evening/index.html	(from http://datawarna.com/)
19:46:10	110181/110181	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:09%20GMT	http://datawarna.com/north-carolina-day/	D:/Website/data%20warna%20home/datawarna.com/north-carolina-day/index.html	(from http://datawarna.com/)
19:46:10	111194/111194	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:10%20GMT	http://datawarna.com/north-carolina-evening/	D:/Website/data%20warna%20home/datawarna.com/north-carolina-evening/index.html	(from http://datawarna.com/)
19:46:11	111064/111064	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:10%20GMT	http://datawarna.com/ohio-evening/	D:/Website/data%20warna%20home/datawarna.com/ohio-evening/index.html	(from http://datawarna.com/)
19:46:11	111047/111047	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:11%20GMT	http://datawarna.com/ohio-midday/	D:/Website/data%20warna%20home/datawarna.com/ohio-midday/index.html	(from http://datawarna.com/)
19:46:12	433/433	---M--	200	added ('OK')	image/png	etag:%225c6c38b5-1b1%22	http://datawarna.com/wp-content/themes/frontier/images/slider-prev.png	D:/Website/data%20warna%20home/datawarna.com/wp-content/themes/frontier/images/slider-prev.png	(from http://datawarna.com/wp-content/themes/frontier/style.css?ver=1.3.3)
19:46:12	435/435	---M--	200	added ('OK')	image/png	etag:%225c6c38b5-1b3%22	http://datawarna.com/wp-content/themes/frontier/images/slider-next.png	D:/Website/data%20warna%20home/datawarna.com/wp-content/themes/frontier/images/slider-next.png	(from http://datawarna.com/wp-content/themes/frontier/style.css?ver=1.3.3)
19:46:12	110986/110986	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:11%20GMT	http://datawarna.com/oregon/	D:/Website/data%20warna%20home/datawarna.com/oregon/index.html	(from http://datawarna.com/)
19:46:13	111108/111108	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:12%20GMT	http://datawarna.com/oregon-0700-wib/	D:/Website/data%20warna%20home/datawarna.com/oregon-0700-wib/index.html	(from http://datawarna.com/)
19:46:13	111108/111108	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:13%20GMT	http://datawarna.com/oregon-1300-wib/	D:/Website/data%20warna%20home/datawarna.com/oregon-1300-wib/index.html	(from http://datawarna.com/)
19:46:13	111117/111117	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:13%20GMT	http://datawarna.com/oregon-1000-wib/	D:/Website/data%20warna%20home/datawarna.com/oregon-1000-wib/index.html	(from http://datawarna.com/)
19:46:14	87495/87495	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:13%20GMT	http://datawarna.com/pcso/	D:/Website/data%20warna%20home/datawarna.com/pcso/index.html	(from http://datawarna.com/)
19:46:15	111112/111112	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:13%20GMT	http://datawarna.com/pennsylvania-day/	D:/Website/data%20warna%20home/datawarna.com/pennsylvania-day/index.html	(from http://datawarna.com/)
19:46:15	111032/111032	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:14%20GMT	http://datawarna.com/pennsylvania-evening/	D:/Website/data%20warna%20home/datawarna.com/pennsylvania-evening/index.html	(from http://datawarna.com/)
19:46:15	111060/111060	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:14%20GMT	http://datawarna.com/rhode-island/	D:/Website/data%20warna%20home/datawarna.com/rhode-island/index.html	(from http://datawarna.com/)
19:46:16	111090/111090	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:16%20GMT	http://datawarna.com/salvador-night/	D:/Website/data%20warna%20home/datawarna.com/salvador-night/index.html	(from http://datawarna.com/)
19:46:16	111116/111116	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:16%20GMT	http://datawarna.com/san-juan-morning/	D:/Website/data%20warna%20home/datawarna.com/san-juan-morning/index.html	(from http://datawarna.com/)
19:46:17	110155/110155	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2012:46:15%20GMT	http://datawarna.com/salvador-morning/	D:/Website/data%20warna%20home/datawarna.com/salvador-morning/index.html	(from http://datawarna.com/)
